"","X.1","X","borough","neighborhood","building.class.category","tax.class.at.present","block","lot","ease.ment","building.class.at.present","address","apartment.number","zip.code","residential.units","commercial.units","total.units","land.square.feet","gross.square.feet","year.built","tax.class.at.time.of.sale","building.class.at.time.of.sale","sale.price","sale.date","sale.price.n","gross.sqft","land.sqft","outliers"
"11524","11524",11524,4,"GLENDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",3816,68,NA,"B1","77-44 79TH   PLACE                       ","            ",11385,2,0,2,1900,3180,1910,1,"B1"," $610,000 ","2020-10-22",610000,3180,1900,0
"11525","11525",11525,4,"GLENDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",3817,45,NA,"B2","79-65 77 ROAD                            ","            ",11385,2,0,2,2200,2068,1925,1,"B2"," $790,000 ","2020-03-23",790000,2068,2200,0
"11528","11528",11528,4,"GLENDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",3818,57,NA,"B1","79-39 78TH AVENUE                        ","            ",11385,2,0,2,2000,2200,1910,1,"B1"," $650,000 ","2020-09-22",650000,2200,2000,0
"11529","11529",11529,4,"GLENDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",3823,65,NA,"B2","78-32 74TH STREET                        ","            ",11385,2,0,2,2158,2500,1925,1,"B2"," $695,000 ","2020-11-03",695000,2500,2158,0
"11531","11531",11531,4,"GLENDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",3824,41,NA,"S2","74-17 MYRTLE AVENUE                      ","            ",11385,2,1,3,1968,2000,1925,1,"S2"," $725,000 ","2020-06-12",725000,2000,1968,0
"11533","11533",11533,4,"GLENDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",3825,37,NA,"S2","75-15 MYRTLE AVENUE                      ","            ",11385,2,1,3,1681,1920,1930,1,"S2"," $625,000 ","2020-01-06",625000,1920,1681,0
"11534","11534",11534,4,"GLENDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",3825,46,NA,"B2","78-55 75 STREET                          ","            ",11385,2,0,2,2742,2240,1925,1,"B2"," $767,000 ","2020-11-16",767000,2240,2742,0
"11535","11535",11535,4,"GLENDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",3825,48,NA,"B2","78-51 75TH STREET                        ","            ",11385,2,0,2,2742,2240,1925,1,"B2"," $710,000 ","2020-11-12",710000,2240,2742,0
"11536","11536",11536,4,"GLENDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",3825,54,NA,"B2","78-39 75TH STREET                        ","            ",11385,2,0,2,2742,2240,1925,1,"B2"," $620,000 ","2020-10-29",620000,2240,2742,0
"11538","11538",11538,4,"GLENDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",3829,17,NA,"B1","78-29 79TH   PLACE                       ","            ",11385,2,0,2,2261,1968,1935,1,"B1"," $575,000 ","2020-05-11",575000,1968,2261,0
"11540","11540",11540,4,"GLENDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",3829,38,NA,"S2","79-39 MYRTLE AVENUE                      ","            ",11385,2,1,3,1810,3300,1925,1,"S2"," $680,000 ","2020-08-10",680000,3300,1810,0
"11542","11542",11542,4,"GLENDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",3832,151,NA,"B1","78-10 82ND STREET                        ","            ",11385,2,0,2,2036,1958,1920,1,"B1"," $700,000 ","2020-06-09",7e+05,1958,2036,0
"11544","11544",11544,4,"GLENDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",3834,95,NA,"B2","78-25 83RD   STREET                      ","            ",11385,2,0,2,2318,2160,1920,1,"B2"," $754,000 ","2020-12-09",754000,2160,2318,0
"11546","11546",11546,4,"GLENDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",3834,108,NA,"B2","78-08 84TH STREET                        ","            ",11385,2,0,2,2700,2456,1920,1,"B2"," $750,000 ","2020-06-12",750000,2456,2700,0
"11547","11547",11547,4,"GLENDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",3834,110,NA,"B2","78-12 84 STREET                          ","            ",11385,2,0,2,2700,2456,1920,1,"B2"," $750,000 ","2020-07-22",750000,2456,2700,0
"11548","11548",11548,4,"GLENDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",3840,10,NA,"B1","77-10 85TH   STREET                      ","            ",11385,2,0,2,2000,1480,1940,1,"B1"," $550,000 ","2020-07-01",550000,1480,2000,0
"11552","11552",11552,4,"GLENDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",3843,73,NA,"B2","78-60 85TH   STREET                      ","            ",11385,2,0,2,2700,2208,1925,1,"B2"," $725,000 ","2020-10-13",725000,2208,2700,0
"11553","11553",11553,4,"GLENDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",3843,78,NA,"B2","78-70 85TH   STREET                      ","            ",11385,2,0,2,2700,2208,1925,1,"B2"," $685,000 ","2020-12-10",685000,2208,2700,0
"11554","11554",11554,4,"GLENDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",3848,60,NA,"B2","87-19 81ST   AVENUE                      ","            ",11385,2,0,2,2700,2340,1920,1,"B2"," $630,000 ","2020-03-30",630000,2340,2700,0
"11555","11555",11555,4,"GLENDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",3850,54,NA,"B1","8759 MYRTLE                              ","            ",11385,2,0,2,2257,1936,1950,1,"B1"," $725,000 ","2020-02-05",725000,1936,2257,0
"11556","11556",11556,4,"GLENDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",3851,40,NA,"B3","88-24 COOPER AVENUE                      ","            ",11385,2,0,2,3663,1200,1935,1,"B3"," $596,000 ","2020-09-21",596000,1200,3663,0
"11558","11558",11558,4,"GLENDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",3851,144,NA,"B3","89-19 AUBREY AVENUE                      ","            ",11385,2,0,2,3000,1635,1920,1,"B3"," $790,000 ","2020-05-19",790000,1635,3000,0
"11559","11559",11559,4,"GLENDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",3851,155,NA,"B2","88-47 AUBREY AVENUE                      ","            ",11385,2,0,2,3074,2850,1970,1,"B2"," $955,000 ","2020-07-28",955000,2850,3074,0
"11561","11561",11561,4,"GLENDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",3860,42,NA,"B2","88-27 UNION TURNPIKE                     ","            ",11385,2,0,2,2800,2368,1930,1,"B2"," $650,000 ","2020-03-10",650000,2368,2800,0
"11563","11563",11563,4,"GLENDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",3862,90,NA,"B2","88-49 81ST   ROAD                        ","            ",11385,2,0,2,2700,2368,1930,1,"B2"," $650,000 ","2020-02-16",650000,2368,2700,0
"11565","11565",11565,4,"GLENDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",3863,115,NA,"B1","81-44 WOODHAVEN BOULEVARD                ","            ",11385,2,0,2,2450,3720,1930,1,"B1"," $560,000 ","2020-08-31",560000,3720,2450,0
"11568","11568",11568,4,"GLENDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",3869,106,NA,"B2","82-59 88TH   PLACE                       ","            ",11385,2,0,2,1640,1440,1910,1,"B2"," $490,050 ","2020-01-14",490050,1440,1640,0
"11572","11572",11572,4,"GLENDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",3886,13,NA,"B3","7821 WOODHAVEN BLVD                      ","            ",11385,2,0,2,3023,1820,1925,1,"B3"," $754,250 ","2020-07-21",754250,1820,3023,0
"11573","11573",11573,4,"GLENDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",3886,31,NA,"B3","8874 78TH AVENUE                         ","            ",11385,2,0,2,3258,1608,1925,1,"B3"," $515,000 ","2020-02-29",515000,1608,3258,0
"11574","11574",11574,4,"GLENDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",3886,860,NA,"B3","87-19 69TH AVENUE                        ","            ",11375,2,0,2,2317,1216,1925,1,"B3"," $685,000 ","2020-08-06",685000,1216,2317,0
"11575","11575",11575,4,"GLENDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",3892,24,NA,"B3","8821 69TH ROAD                           ","            ",11375,2,0,2,2367,1248,1920,1,"B3"," $705,000 ","2020-09-04",705000,1248,2367,0
"11578","11578",11578,4,"GLENDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",3894,48,NA,"B3","89-39 70TH ROAD                          ","            ",11375,2,0,2,2400,1216,1925,1,"B3"," $535,000 ","2020-02-26",535000,1216,2400,0
"11579","11579",11579,4,"GLENDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",3895,5,NA,"B1","89-10 70TH   ROAD                        ","            ",11375,2,0,2,2000,3160,1960,1,"B1"," $943,750 ","2020-02-03",943750,3160,2000,0
"11583","11583",11583,4,"GLENDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",3896,28,NA,"B3","90-40 70TH DRIVE                         ","            ",11375,2,0,2,2400,1264,1925,1,"B3"," $699,000 ","2020-08-14",699000,1264,2400,0
"11584","11584",11584,4,"GLENDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",3898,44,NA,"B2","88-15 70TH   DRIVE                       ","            ",11375,2,0,2,3350,2100,2005,1,"B2"," $1,100,000 ","2020-07-02",1100000,2100,3350,0
"11586","11586",11586,4,"GLENDALE                 ","02  TWO FAMILY DWELLINGS                    ","1",3906,24,NA,"B2","108-18 METROPOLITAN AVENUE               ","            ",11375,2,0,2,2875,2260,1925,1,"B2"," $780,000 ","2020-09-10",780000,2260,2875,0
"11588","11588",11588,4,"GLENDALE                 ","03  THREE FAMILY DWELLINGS                  ","1",3682,64,NA,"C0","71-37 68TH   STREET                      ","            ",11385,3,0,3,1900,2320,1910,1,"C0"," $700,000 ","2020-02-29",7e+05,2320,1900,0
"11589","11589",11589,4,"GLENDALE                 ","03  THREE FAMILY DWELLINGS                  ","1",3682,64,NA,"C0","71-37 68 STREET                          ","            ",11385,3,0,3,1900,2320,1910,1,"C0"," $350,000 ","2020-11-27",350000,2320,1900,0
"11591","11591",11591,4,"GLENDALE                 ","03  THREE FAMILY DWELLINGS                  ","1",3687,52,NA,"C0","71-07 COOPER AVENUE                      ","            ",11385,3,0,3,1859,3240,2005,1,"C0"," $995,000 ","2020-07-22",995000,3240,1859,0
"11592","11592",11592,4,"GLENDALE                 ","03  THREE FAMILY DWELLINGS                  ","1",3690,8,NA,"C0","71-14 73RD STREET                        ","            ",11385,3,0,3,2100,3065,1960,1,"C0"," $1,055,000 ","2020-01-19",1055000,3065,2100,0
"11595","11595",11595,4,"GLENDALE                 ","03  THREE FAMILY DWELLINGS                  ","1",3698,13,NA,"C0","72-33 65TH   PLACE                       ","            ",11385,3,0,3,2200,3372,1910,1,"C0"," $825,000 ","2020-11-20",825000,3372,2200,0
"11597","11597",11597,4,"GLENDALE                 ","03  THREE FAMILY DWELLINGS                  ","1",3701,20,NA,"C0","72-13 67TH   STREET                      ","            ",11385,3,0,3,2325,2880,1901,1,"C0"," $775,000 ","2020-07-01",775000,2880,2325,0
"11599","11599",11599,4,"GLENDALE                 ","03  THREE FAMILY DWELLINGS                  ","1",3731,14,NA,"C0","80-22 59TH   STREET                      ","            ",11385,3,0,3,2500,2970,2007,1,"C0"," $946,000 ","2020-07-24",946000,2970,2500,0
"11600","11600",11600,4,"GLENDALE                 ","03  THREE FAMILY DWELLINGS                  ","1",3731,28,NA,"C0","80-46 59TH STREET                        ","            ",11385,3,0,3,2902,3276,2005,1,"C0"," $980,000 ","2020-08-25",980000,3276,2902,0
"11602","11602",11602,4,"GLENDALE                 ","03  THREE FAMILY DWELLINGS                  ","1",3833,61,NA,"C0","78-32 83RD   STREET                      ","            ",11385,3,0,3,2420,2320,1920,1,"C0"," $730,000 ","2020-05-20",730000,2320,2420,0
"11603","11603",11603,4,"GLENDALE                 ","03  THREE FAMILY DWELLINGS                  ","1",3834,99,NA,"C0","78-15 83RD   STREET                      ","            ",11385,3,0,3,2318,2256,1920,1,"C0"," $715,000 ","2020-05-21",715000,2256,2318,0
"11604","11604",11604,4,"GLENDALE                 ","03  THREE FAMILY DWELLINGS                  ","1",3900,43,NA,"C0","91-67 71ST   ROAD                        ","            ",11375,3,0,3,2200,2572,1960,1,"C0"," $949,000 ","2020-11-17",949000,2572,2200,0
"11717","11717",11717,4,"HAMMELS                  ","01  ONE FAMILY DWELLINGS                    ","1",16118,40,NA,"A1","8611 BEACH CHANNEL DRIVE                 ","            ",11693,1,0,1,2443,2131,1920,1,"A1"," $385,000 ","2020-12-17",385000,2131,2443,0
"11718","11718",11718,4,"HAMMELS                  ","01  ONE FAMILY DWELLINGS                    ","1",16118,46,NA,"A5","337 BEACH 86 STREET                      ","            ",11693,1,0,1,2002,1501,1920,1,"A5"," $345,790 ","2020-11-18",345790,1501,2002,0
"11719","11719",11719,4,"HAMMELS                  ","01  ONE FAMILY DWELLINGS                    ","1",16119,51,NA,"A2","336 BEACH 88 STREET                      ","            ",11693,1,0,1,1404,867,1920,1,"A2"," $250,000 ","2020-12-04",250000,867,1404,0
"11720","11720",11720,4,"HAMMELS                  ","01  ONE FAMILY DWELLINGS                    ","1",16119,96,NA,"A5","3-51 BEACH 87TH STREET                   ","            ",11693,1,0,1,2113,1340,2006,1,"A5"," $195,000 ","2020-12-03",195000,1340,2113,0
"11721","11721",11721,4,"HAMMELS                  ","01  ONE FAMILY DWELLINGS                    ","1",16119,297,NA,"A6","87-20 DORMANS ROAD                       ","            ",11693,1,0,1,810,300,1920,1,"A6"," $87,500 ","2020-08-10",87500,300,810,0
"11722","11722",11722,4,"HAMMELS                  ","01  ONE FAMILY DWELLINGS                    ","1",16122,27,NA,"A5","346 BEACH 89TH STREET                    ","            ",11693,1,0,1,2254,1050,1960,1,"A9"," $300,000 ","2020-08-05",3e+05,1050,2254,0
"11724","11724",11724,4,"HAMMELS                  ","01  ONE FAMILY DWELLINGS                    ","1",16123,18,NA,"A5","3-18 BEACH 90 STREET                     ","            ",11693,1,0,1,2435,896,1955,1,"A5"," $325,000 ","2020-02-29",325000,896,2435,0
"11726","11726",11726,4,"HAMMELS                  ","01  ONE FAMILY DWELLINGS                    ","1",16125,81,NA,"A5","325 BEACH 91ST STREET                    ","            ",11693,1,0,1,1620,1152,1930,1,"A5"," $426,000 ","2020-02-05",426000,1152,1620,0
"11729","11729",11729,4,"HAMMELS                  ","02  TWO FAMILY DWELLINGS                    ","1",16111,37,NA,"B2","2-10 BEACH 79 STREET                     ","            ",11693,2,0,2,2079,3681,2005,1,"B2"," $565,000 ","2020-11-16",565000,3681,2079,0
"11731","11731",11731,4,"HAMMELS                  ","02  TWO FAMILY DWELLINGS                    ","1",16118,54,NA,"B3","317 BEACH 86 STREET                      ","            ",11693,2,0,2,1802,1205,1920,1,"B3"," $190,000 ","2020-01-22",190000,1205,1802,0
"11732","11732",11732,4,"HAMMELS                  ","02  TWO FAMILY DWELLINGS                    ","1",16118,54,NA,"B3","317 BEACH 86 STREET                      ","            ",11693,2,0,2,1802,1205,1920,1,"B3"," $230,480 ","2020-07-29",230480,1205,1802,0
"11734","11734",11734,4,"HAMMELS                  ","02  TWO FAMILY DWELLINGS                    ","1",16120,68,NA,"B2","237 BEACH 86TH STREET                    ","            ",11693,2,0,2,2500,1260,1910,1,"B2"," $322,000 ","2020-03-22",322000,1260,2500,0
"11735","11735",11735,4,"HAMMELS                  ","02  TWO FAMILY DWELLINGS                    ","1",16122,3,NA,"B9","305 BEACH 89 STREET                      ","            ",11693,2,0,2,2508,1360,2006,1,"B9"," $300,000 ","2020-06-19",3e+05,1360,2508,0
"11736","11736",11736,4,"HAMMELS                  ","02  TWO FAMILY DWELLINGS                    ","1",16122,44,NA,"B9","343 BEACH 88TH STREET                    ","            ",11693,2,0,2,2254,1050,1960,1,"B9"," $225,000 ","2020-10-26",225000,1050,2254,0
"11737","11737",11737,4,"HAMMELS                  ","02  TWO FAMILY DWELLINGS                    ","1",16122,65,NA,"B9","307 BEACH 88TH STREET                    ","            ",11693,2,0,2,876,1360,2006,1,"B9"," $200,000 ","2020-02-24",2e+05,1360,876,0
"11739","11739",11739,4,"HAMMELS                  ","02  TWO FAMILY DWELLINGS                    ","1",16125,3,NA,"B2","308 BEACH 92 STREET                      ","            ",11693,2,0,2,2442,1512,1920,1,"B2"," $312,000 ","2020-05-18",312000,1512,2442,0
"11744","11744",11744,4,"HAMMELS                  ","02  TWO FAMILY DWELLINGS                    ","1",16136,8,NA,"B2","126 BEACH 91ST STREET                    ","            ",11693,2,0,2,2833,2668,2003,1,"B2"," $650,000 ","2020-07-09",650000,2668,2833,0
"11745","11745",11745,4,"HAMMELS                  ","02  TWO FAMILY DWELLINGS                    ","1",16136,115,NA,"B2","90-17 HOLLAND AVENUE                     ","            ",11693,2,0,2,1331,3427,2001,1,"B2"," $210,000 ","2020-11-18",210000,3427,1331,0
"11746","11746",11746,4,"HAMMELS                  ","02  TWO FAMILY DWELLINGS                    ","1",16138,13,NA,"B3","124 BEACH 93RD STREET                    ","            ",11693,2,0,2,3300,1557,1920,1,"B3"," $400,000 ","2020-06-22",4e+05,1557,3300,0
"11747","11747",11747,4,"HAMMELS                  ","02  TWO FAMILY DWELLINGS                    ","1",16138,23,NA,"B2","144 BEACH 93 STREET                      ","            ",11693,2,0,2,2500,1638,1920,1,"B2"," $441,350 ","2020-10-28",441350,1638,2500,0
